"cod","mun","total","hombres","mujeres","date"
22199,"Sabiñánigo",8637,4376,4261,1998
22199,"Sabiñánigo",8545,4313,4232,1999
22199,"Sabiñánigo",8483,4287,4196,2000
22199,"Sabiñánigo",8295,4186,4109,2001
22199,"Sabiñánigo",8586,4308,4278,2002
22199,"Sabiñánigo",8797,4423,4374,2003
22199,"Sabiñánigo",8855,4443,4412,2004
22199,"Sabiñánigo",9023,4551,4472,2005
22199,"Sabiñánigo",9264,4689,4575,2006
22199,"Sabiñánigo",9673,4896,4777,2007
22199,"Sabiñánigo",10112,5153,4959,2008
22199,"Sabiñánigo",10378,5299,5079,2009
22199,"Sabiñánigo",10383,5304,5079,2010
22199,"Sabiñánigo",10345,5258,5087,2011
22199,"Sabiñánigo",10241,5204,5037,2012
22199,"Sabiñánigo",10129,5138,4991,2013
