"cod","mun","total","hombres","mujeres","date"
50258,"Torralbilla",71,36,35,1998
50258,"Torralbilla",71,36,35,1999
50258,"Torralbilla",76,38,38,2000
50258,"Torralbilla",83,43,40,2001
50258,"Torralbilla",78,40,38,2002
50258,"Torralbilla",72,37,35,2003
50258,"Torralbilla",71,37,34,2004
50258,"Torralbilla",71,37,34,2005
50258,"Torralbilla",73,39,34,2006
50258,"Torralbilla",71,37,34,2007
50258,"Torralbilla",64,33,31,2008
50258,"Torralbilla",66,34,32,2009
50258,"Torralbilla",64,34,30,2010
50258,"Torralbilla",58,32,26,2011
50258,"Torralbilla",56,31,25,2012
50258,"Torralbilla",57,32,25,2013
