"cod","mun","total","hombres","mujeres","date"
50061,"Bureta",327,163,164,1998
50061,"Bureta",324,162,162,1999
50061,"Bureta",320,159,161,2000
50061,"Bureta",317,160,157,2001
50061,"Bureta",320,164,156,2002
50061,"Bureta",310,161,149,2003
50061,"Bureta",303,156,147,2004
50061,"Bureta",303,159,144,2005
50061,"Bureta",288,150,138,2006
50061,"Bureta",286,150,136,2007
50061,"Bureta",272,141,131,2008
50061,"Bureta",279,146,133,2009
50061,"Bureta",269,138,131,2010
50061,"Bureta",272,142,130,2011
50061,"Bureta",268,138,130,2012
50061,"Bureta",268,139,129,2013
