"cod","mun","total","hombres","mujeres","date"
50272,"Utebo",9488,4793,4695,1998
50272,"Utebo",9758,4926,4832,1999
50272,"Utebo",10719,5427,5292,2000
50272,"Utebo",11345,5768,5577,2001
50272,"Utebo",12100,6160,5940,2002
50272,"Utebo",12600,6393,6207,2003
50272,"Utebo",13227,6750,6477,2004
50272,"Utebo",14037,7207,6830,2005
50272,"Utebo",14920,7625,7295,2006
50272,"Utebo",15912,8121,7791,2007
50272,"Utebo",16966,8663,8303,2008
50272,"Utebo",17677,9005,8672,2009
50272,"Utebo",17999,9126,8873,2010
50272,"Utebo",18204,9176,9028,2011
50272,"Utebo",18281,9219,9062,2012
50272,"Utebo",18336,9222,9114,2013
