"cod","mun","total","hombres","mujeres","date"
44033,"Báguena",524,266,258,1998
44033,"Báguena",524,265,259,1999
44033,"Báguena",500,251,249,2000
44033,"Báguena",485,247,238,2001
44033,"Báguena",459,239,220,2002
44033,"Báguena",441,226,215,2003
44033,"Báguena",416,215,201,2004
44033,"Báguena",422,228,194,2005
44033,"Báguena",409,218,191,2006
44033,"Báguena",407,221,186,2007
44033,"Báguena",442,242,200,2008
44033,"Báguena",410,223,187,2009
44033,"Báguena",398,218,180,2010
44033,"Báguena",386,210,176,2011
44033,"Báguena",370,205,165,2012
44033,"Báguena",353,192,161,2013
