"cod","mun","total","hombres","mujeres","date"
22223,"Sopeira",105,53,52,1998
22223,"Sopeira",104,50,54,1999
22223,"Sopeira",113,57,56,2000
22223,"Sopeira",109,55,54,2001
22223,"Sopeira",107,53,54,2002
22223,"Sopeira",103,50,53,2003
22223,"Sopeira",100,49,51,2004
22223,"Sopeira",98,50,48,2005
22223,"Sopeira",102,52,50,2006
22223,"Sopeira",106,55,51,2007
22223,"Sopeira",108,56,52,2008
22223,"Sopeira",111,58,53,2009
22223,"Sopeira",120,67,53,2010
22223,"Sopeira",118,67,51,2011
22223,"Sopeira",114,63,51,2012
22223,"Sopeira",110,58,52,2013
