"cod","mun","total","hombres","mujeres","date"
50171,"Moneva",111,54,57,1998
50171,"Moneva",111,54,57,1999
50171,"Moneva",145,71,74,2000
50171,"Moneva",148,75,73,2001
50171,"Moneva",138,71,67,2002
50171,"Moneva",132,70,62,2003
50171,"Moneva",123,67,56,2004
50171,"Moneva",103,56,47,2005
50171,"Moneva",99,53,46,2006
50171,"Moneva",96,52,44,2007
50171,"Moneva",98,55,43,2008
50171,"Moneva",128,72,56,2009
50171,"Moneva",122,66,56,2010
50171,"Moneva",129,72,57,2011
50171,"Moneva",117,67,50,2012
50171,"Moneva",116,66,50,2013
