"cod","mun","total","hombres","mujeres","date"
44210,"Sarrión",1025,540,485,1998
44210,"Sarrión",1009,529,480,1999
44210,"Sarrión",1015,529,486,2000
44210,"Sarrión",1013,529,484,2001
44210,"Sarrión",1018,534,484,2002
44210,"Sarrión",1033,541,492,2003
44210,"Sarrión",1049,548,501,2004
44210,"Sarrión",1072,575,497,2005
44210,"Sarrión",1104,596,508,2006
44210,"Sarrión",1085,587,498,2007
44210,"Sarrión",1124,622,502,2008
44210,"Sarrión",1155,644,511,2009
44210,"Sarrión",1140,630,510,2010
44210,"Sarrión",1135,628,507,2011
44210,"Sarrión",1129,616,513,2012
44210,"Sarrión",1149,623,526,2013
