"cod","mun","total","hombres","mujeres","date"
22239,"Tramaced",105,63,42,1998
22239,"Tramaced",106,64,42,1999
22239,"Tramaced",106,64,42,2000
22239,"Tramaced",103,61,42,2001
22239,"Tramaced",97,56,41,2002
22239,"Tramaced",99,57,42,2003
22239,"Tramaced",108,62,46,2004
22239,"Tramaced",107,62,45,2005
22239,"Tramaced",105,61,44,2006
22239,"Tramaced",110,62,48,2007
22239,"Tramaced",106,62,44,2008
22239,"Tramaced",100,61,39,2009
22239,"Tramaced",100,60,40,2010
22239,"Tramaced",98,60,38,2011
22239,"Tramaced",94,58,36,2012
22239,"Tramaced",95,56,39,2013
