"cod","mun","total","hombres","mujeres","date"
22188,"Puente de Montañana",129,60,69,1998
22188,"Puente de Montañana",130,63,67,1999
22188,"Puente de Montañana",127,61,66,2000
22188,"Puente de Montañana",123,58,65,2001
22188,"Puente de Montañana",116,57,59,2002
22188,"Puente de Montañana",107,52,55,2003
22188,"Puente de Montañana",102,50,52,2004
22188,"Puente de Montañana",99,49,50,2005
22188,"Puente de Montañana",88,43,45,2006
22188,"Puente de Montañana",152,74,78,2007
22188,"Puente de Montañana",151,71,80,2008
22188,"Puente de Montañana",155,73,82,2009
22188,"Puente de Montañana",148,65,83,2010
22188,"Puente de Montañana",143,64,79,2011
22188,"Puente de Montañana",133,56,77,2012
22188,"Puente de Montañana",129,55,74,2013
