"cod","mun","total","hombres","mujeres","date"
50294,"Villarroya del Campo",90,43,47,1998
50294,"Villarroya del Campo",89,43,46,1999
50294,"Villarroya del Campo",86,43,43,2000
50294,"Villarroya del Campo",81,42,39,2001
50294,"Villarroya del Campo",81,42,39,2002
50294,"Villarroya del Campo",78,39,39,2003
50294,"Villarroya del Campo",80,43,37,2004
50294,"Villarroya del Campo",78,43,35,2005
50294,"Villarroya del Campo",79,44,35,2006
50294,"Villarroya del Campo",78,42,36,2007
50294,"Villarroya del Campo",76,41,35,2008
50294,"Villarroya del Campo",74,38,36,2009
50294,"Villarroya del Campo",75,42,33,2010
50294,"Villarroya del Campo",81,45,36,2011
50294,"Villarroya del Campo",78,44,34,2012
50294,"Villarroya del Campo",78,44,34,2013
