"cod","mun","total","hombres","mujeres","date"
22902,"Puente la Reina de Jaca",241,125,116,1998
22902,"Puente la Reina de Jaca",239,124,115,1999
22902,"Puente la Reina de Jaca",232,121,111,2000
22902,"Puente la Reina de Jaca",258,128,130,2001
22902,"Puente la Reina de Jaca",256,130,126,2002
22902,"Puente la Reina de Jaca",252,130,122,2003
22902,"Puente la Reina de Jaca",246,129,117,2004
22902,"Puente la Reina de Jaca",239,126,113,2005
22902,"Puente la Reina de Jaca",232,123,109,2006
22902,"Puente la Reina de Jaca",226,119,107,2007
22902,"Puente la Reina de Jaca",222,121,101,2008
22902,"Puente la Reina de Jaca",218,120,98,2009
22902,"Puente la Reina de Jaca",215,118,97,2010
22902,"Puente la Reina de Jaca",290,159,131,2011
22902,"Puente la Reina de Jaca",286,153,133,2012
22902,"Puente la Reina de Jaca",284,149,135,2013
