"cod","mun","total","hombres","mujeres","date"
22214,"Secastilla",163,71,92,1998
22214,"Secastilla",161,71,90,1999
22214,"Secastilla",162,71,91,2000
22214,"Secastilla",161,71,90,2001
22214,"Secastilla",157,68,89,2002
22214,"Secastilla",159,74,85,2003
22214,"Secastilla",147,65,82,2004
22214,"Secastilla",142,64,78,2005
22214,"Secastilla",131,57,74,2006
22214,"Secastilla",133,60,73,2007
22214,"Secastilla",135,62,73,2008
22214,"Secastilla",141,61,80,2009
22214,"Secastilla",150,65,85,2010
22214,"Secastilla",155,69,86,2011
22214,"Secastilla",153,67,86,2012
22214,"Secastilla",158,71,87,2013
