"cod","mun","total","hombres","mujeres","date"
50295,"Vistabella",34,19,15,1998
50295,"Vistabella",35,20,15,1999
50295,"Vistabella",34,19,15,2000
50295,"Vistabella",36,19,17,2001
50295,"Vistabella",39,23,16,2002
50295,"Vistabella",35,20,15,2003
50295,"Vistabella",34,21,13,2004
50295,"Vistabella",35,23,12,2005
50295,"Vistabella",39,26,13,2006
50295,"Vistabella",46,31,15,2007
50295,"Vistabella",48,33,15,2008
50295,"Vistabella",45,30,15,2009
50295,"Vistabella",50,34,16,2010
50295,"Vistabella",50,34,16,2011
50295,"Vistabella",52,35,17,2012
50295,"Vistabella",49,32,17,2013
