"cod","mun","total","hombres","mujeres","date"
44149,"Mirambel",146,82,64,1998
44149,"Mirambel",144,80,64,1999
44149,"Mirambel",146,83,63,2000
44149,"Mirambel",147,83,64,2001
44149,"Mirambel",145,82,63,2002
44149,"Mirambel",144,80,64,2003
44149,"Mirambel",137,74,63,2004
44149,"Mirambel",139,77,62,2005
44149,"Mirambel",134,76,58,2006
44149,"Mirambel",131,74,57,2007
44149,"Mirambel",129,76,53,2008
44149,"Mirambel",132,74,58,2009
44149,"Mirambel",125,69,56,2010
44149,"Mirambel",133,70,63,2011
44149,"Mirambel",129,68,61,2012
44149,"Mirambel",113,59,54,2013
