"cod","mun","total","hombres","mujeres","date"
22119,"Gurrea de Gállego",1871,956,915,1998
22119,"Gurrea de Gállego",1839,939,900,1999
22119,"Gurrea de Gállego",1834,938,896,2000
22119,"Gurrea de Gállego",1815,929,886,2001
22119,"Gurrea de Gállego",1793,923,870,2002
22119,"Gurrea de Gállego",1740,902,838,2003
22119,"Gurrea de Gállego",1744,904,840,2004
22119,"Gurrea de Gállego",1761,915,846,2005
22119,"Gurrea de Gállego",1745,905,840,2006
22119,"Gurrea de Gállego",1721,887,834,2007
22119,"Gurrea de Gállego",1710,892,818,2008
22119,"Gurrea de Gállego",1706,891,815,2009
22119,"Gurrea de Gállego",1664,862,802,2010
22119,"Gurrea de Gállego",1651,858,793,2011
22119,"Gurrea de Gállego",1644,862,782,2012
22119,"Gurrea de Gállego",1627,845,782,2013
