"cod","mun","total","hombres","mujeres","date"
50282,"Vilueña (La)",96,41,55,1998
50282,"Vilueña (La)",95,39,56,1999
50282,"Vilueña (La)",101,43,58,2000
50282,"Vilueña (La)",98,42,56,2001
50282,"Vilueña (La)",111,48,63,2002
50282,"Vilueña (La)",111,48,63,2003
50282,"Vilueña (La)",107,49,58,2004
50282,"Vilueña (La)",109,52,57,2005
50282,"Vilueña (La)",103,52,51,2006
50282,"Vilueña (La)",116,56,60,2007
50282,"Vilueña (La)",117,59,58,2008
50282,"Vilueña (La)",110,55,55,2009
50282,"Vilueña (La)",114,57,57,2010
50282,"Vilueña (La)",119,61,58,2011
50282,"Vilueña (La)",111,54,57,2012
50282,"Vilueña (La)",109,53,56,2013
