"cod","mun","total","hombres","mujeres","date"
50183,"Munébrega",483,253,230,1998
50183,"Munébrega",483,253,230,1999
50183,"Munébrega",463,243,220,2000
50183,"Munébrega",463,246,217,2001
50183,"Munébrega",461,242,219,2002
50183,"Munébrega",438,236,202,2003
50183,"Munébrega",438,236,202,2004
50183,"Munébrega",437,235,202,2005
50183,"Munébrega",437,235,202,2006
50183,"Munébrega",431,229,202,2007
50183,"Munébrega",440,235,205,2008
50183,"Munébrega",469,247,222,2009
50183,"Munébrega",488,254,234,2010
50183,"Munébrega",467,241,226,2011
50183,"Munébrega",470,249,221,2012
50183,"Munébrega",462,251,211,2013
