"cod","mun","total","hombres","mujeres","date"
44205,"Samper de Calanda",1002,477,525,1998
44205,"Samper de Calanda",999,481,518,1999
44205,"Samper de Calanda",988,472,516,2000
44205,"Samper de Calanda",985,476,509,2001
44205,"Samper de Calanda",984,483,501,2002
44205,"Samper de Calanda",982,479,503,2003
44205,"Samper de Calanda",984,481,503,2004
44205,"Samper de Calanda",974,479,495,2005
44205,"Samper de Calanda",1007,494,513,2006
44205,"Samper de Calanda",1003,501,502,2007
44205,"Samper de Calanda",961,479,482,2008
44205,"Samper de Calanda",928,462,466,2009
44205,"Samper de Calanda",925,465,460,2010
44205,"Samper de Calanda",909,454,455,2011
44205,"Samper de Calanda",884,437,447,2012
44205,"Samper de Calanda",867,427,440,2013
