"cod","mun","total","hombres","mujeres","date"
22251,"Villanueva de Sigena",495,249,246,1998
22251,"Villanueva de Sigena",512,254,258,1999
22251,"Villanueva de Sigena",508,251,257,2000
22251,"Villanueva de Sigena",514,255,259,2001
22251,"Villanueva de Sigena",523,253,270,2002
22251,"Villanueva de Sigena",530,261,269,2003
22251,"Villanueva de Sigena",532,261,271,2004
22251,"Villanueva de Sigena",526,264,262,2005
22251,"Villanueva de Sigena",520,262,258,2006
22251,"Villanueva de Sigena",520,257,263,2007
22251,"Villanueva de Sigena",525,258,267,2008
22251,"Villanueva de Sigena",512,257,255,2009
22251,"Villanueva de Sigena",512,253,259,2010
22251,"Villanueva de Sigena",478,240,238,2011
22251,"Villanueva de Sigena",464,232,232,2012
22251,"Villanueva de Sigena",443,221,222,2013
