"cod","mun","total","hombres","mujeres","date"
22114,"Gistaín",181,106,75,1998
22114,"Gistaín",173,101,72,1999
22114,"Gistaín",175,102,73,2000
22114,"Gistaín",175,98,77,2001
22114,"Gistaín",170,96,74,2002
22114,"Gistaín",165,92,73,2003
22114,"Gistaín",161,89,72,2004
22114,"Gistaín",160,88,72,2005
22114,"Gistaín",158,87,71,2006
22114,"Gistaín",155,85,70,2007
22114,"Gistaín",157,85,72,2008
22114,"Gistaín",154,82,72,2009
22114,"Gistaín",145,80,65,2010
22114,"Gistaín",150,81,69,2011
22114,"Gistaín",147,80,67,2012
22114,"Gistaín",144,79,65,2013
