"cod","mun","total","hombres","mujeres","date"
44189,"Pozondón",85,44,41,1998
44189,"Pozondón",84,44,40,1999
44189,"Pozondón",83,43,40,2000
44189,"Pozondón",88,44,44,2001
44189,"Pozondón",83,41,42,2002
44189,"Pozondón",95,48,47,2003
44189,"Pozondón",97,48,49,2004
44189,"Pozondón",88,43,45,2005
44189,"Pozondón",94,45,49,2006
44189,"Pozondón",89,41,48,2007
44189,"Pozondón",83,40,43,2008
44189,"Pozondón",83,39,44,2009
44189,"Pozondón",83,40,43,2010
44189,"Pozondón",80,39,41,2011
44189,"Pozondón",71,36,35,2012
44189,"Pozondón",66,36,30,2013
