"cod","mun","total","hombres","mujeres","date"
50244,"Sierra de Luna",263,132,131,1998
50244,"Sierra de Luna",259,132,127,1999
50244,"Sierra de Luna",250,127,123,2000
50244,"Sierra de Luna",259,135,124,2001
50244,"Sierra de Luna",263,136,127,2002
50244,"Sierra de Luna",250,130,120,2003
50244,"Sierra de Luna",269,142,127,2004
50244,"Sierra de Luna",277,145,132,2005
50244,"Sierra de Luna",296,154,142,2006
50244,"Sierra de Luna",309,159,150,2007
50244,"Sierra de Luna",313,166,147,2008
50244,"Sierra de Luna",311,168,143,2009
50244,"Sierra de Luna",308,167,141,2010
50244,"Sierra de Luna",310,169,141,2011
50244,"Sierra de Luna",291,159,132,2012
50244,"Sierra de Luna",262,140,122,2013
