"cod","mun","total","hombres","mujeres","date"
50132,"Joyosa (La)",363,187,176,1998
50132,"Joyosa (La)",383,196,187,1999
50132,"Joyosa (La)",382,200,182,2000
50132,"Joyosa (La)",385,198,187,2001
50132,"Joyosa (La)",433,223,210,2002
50132,"Joyosa (La)",506,263,243,2003
50132,"Joyosa (La)",609,310,299,2004
50132,"Joyosa (La)",697,356,341,2005
50132,"Joyosa (La)",733,372,361,2006
50132,"Joyosa (La)",790,409,381,2007
50132,"Joyosa (La)",873,451,422,2008
50132,"Joyosa (La)",902,466,436,2009
50132,"Joyosa (La)",936,472,464,2010
50132,"Joyosa (La)",941,477,464,2011
50132,"Joyosa (La)",936,479,457,2012
50132,"Joyosa (La)",983,502,481,2013
