"cod","mun","total","hombres","mujeres","date"
44267,"Vivel del Río Martín",95,52,43,1998
44267,"Vivel del Río Martín",96,50,46,1999
44267,"Vivel del Río Martín",92,49,43,2000
44267,"Vivel del Río Martín",91,46,45,2001
44267,"Vivel del Río Martín",89,45,44,2002
44267,"Vivel del Río Martín",84,44,40,2003
44267,"Vivel del Río Martín",84,44,40,2004
44267,"Vivel del Río Martín",84,44,40,2005
44267,"Vivel del Río Martín",96,48,48,2006
44267,"Vivel del Río Martín",92,47,45,2007
44267,"Vivel del Río Martín",92,48,44,2008
44267,"Vivel del Río Martín",91,47,44,2009
44267,"Vivel del Río Martín",86,46,40,2010
44267,"Vivel del Río Martín",91,48,43,2011
44267,"Vivel del Río Martín",86,45,41,2012
44267,"Vivel del Río Martín",81,44,37,2013
