"cod","mun","total","hombres","mujeres","date"
22099,"Esplús",797,380,417,1998
22099,"Esplús",771,365,406,1999
22099,"Esplús",756,361,395,2000
22099,"Esplús",751,362,389,2001
22099,"Esplús",747,360,387,2002
22099,"Esplús",731,357,374,2003
22099,"Esplús",733,365,368,2004
22099,"Esplús",750,375,375,2005
22099,"Esplús",704,355,349,2006
22099,"Esplús",731,387,344,2007
22099,"Esplús",719,376,343,2008
22099,"Esplús",681,347,334,2009
22099,"Esplús",677,344,333,2010
22099,"Esplús",654,334,320,2011
22099,"Esplús",663,338,325,2012
22099,"Esplús",672,342,330,2013
