"cod","mun","total","hombres","mujeres","date"
44168,"Odón",265,124,141,1998
44168,"Odón",269,125,144,1999
44168,"Odón",271,126,145,2000
44168,"Odón",266,126,140,2001
44168,"Odón",260,127,133,2002
44168,"Odón",261,129,132,2003
44168,"Odón",259,127,132,2004
44168,"Odón",257,125,132,2005
44168,"Odón",245,117,128,2006
44168,"Odón",242,114,128,2007
44168,"Odón",232,109,123,2008
44168,"Odón",221,106,115,2009
44168,"Odón",220,105,115,2010
44168,"Odón",221,108,113,2011
44168,"Odón",229,120,109,2012
44168,"Odón",228,117,111,2013
