"cod","mun","total","hombres","mujeres","date"
50121,"Gotor",384,204,180,1998
50121,"Gotor",388,206,182,1999
50121,"Gotor",380,204,176,2000
50121,"Gotor",391,210,181,2001
50121,"Gotor",402,215,187,2002
50121,"Gotor",399,210,189,2003
50121,"Gotor",389,204,185,2004
50121,"Gotor",390,202,188,2005
50121,"Gotor",382,199,183,2006
50121,"Gotor",392,207,185,2007
50121,"Gotor",385,200,185,2008
50121,"Gotor",391,209,182,2009
50121,"Gotor",399,215,184,2010
50121,"Gotor",384,202,182,2011
50121,"Gotor",366,191,175,2012
50121,"Gotor",352,185,167,2013
