"cod","mun","total","hombres","mujeres","date"
50071,"Campillo de Aragón",200,112,88,1998
50071,"Campillo de Aragón",195,108,87,1999
50071,"Campillo de Aragón",183,102,81,2000
50071,"Campillo de Aragón",183,101,82,2001
50071,"Campillo de Aragón",183,102,81,2002
50071,"Campillo de Aragón",177,98,79,2003
50071,"Campillo de Aragón",173,94,79,2004
50071,"Campillo de Aragón",175,96,79,2005
50071,"Campillo de Aragón",172,94,78,2006
50071,"Campillo de Aragón",168,93,75,2007
50071,"Campillo de Aragón",163,90,73,2008
50071,"Campillo de Aragón",158,86,72,2009
50071,"Campillo de Aragón",154,86,68,2010
50071,"Campillo de Aragón",151,84,67,2011
50071,"Campillo de Aragón",152,85,67,2012
50071,"Campillo de Aragón",148,82,66,2013
