"cod","mun","total","hombres","mujeres","date"
50118,"Gallur",2948,1486,1462,1998
50118,"Gallur",2942,1491,1451,1999
50118,"Gallur",2921,1483,1438,2000
50118,"Gallur",2945,1507,1438,2001
50118,"Gallur",2965,1525,1440,2002
50118,"Gallur",2960,1522,1438,2003
50118,"Gallur",2938,1513,1425,2004
50118,"Gallur",2921,1493,1428,2005
50118,"Gallur",2899,1477,1422,2006
50118,"Gallur",2996,1521,1475,2007
50118,"Gallur",3004,1527,1477,2008
50118,"Gallur",3026,1526,1500,2009
50118,"Gallur",3007,1517,1490,2010
50118,"Gallur",2931,1485,1446,2011
50118,"Gallur",2882,1454,1428,2012
50118,"Gallur",2846,1429,1417,2013
