"cod","mun","total","hombres","mujeres","date"
50008,"Alagón",5552,2765,2787,1998
50008,"Alagón",5616,2794,2822,1999
50008,"Alagón",5621,2807,2814,2000
50008,"Alagón",5636,2831,2805,2001
50008,"Alagón",5749,2898,2851,2002
50008,"Alagón",5907,2973,2934,2003
50008,"Alagón",6024,3050,2974,2004
50008,"Alagón",6187,3090,3097,2005
50008,"Alagón",6293,3156,3137,2006
50008,"Alagón",6547,3320,3227,2007
50008,"Alagón",6894,3524,3370,2008
50008,"Alagón",7195,3664,3531,2009
50008,"Alagón",7178,3635,3543,2010
50008,"Alagón",7112,3587,3525,2011
50008,"Alagón",7167,3617,3550,2012
50008,"Alagón",7175,3623,3552,2013
