"cod","mun","total","hombres","mujeres","date"
44001,"Ababuj",86,48,38,1998
44001,"Ababuj",86,49,37,1999
44001,"Ababuj",85,48,37,2000
44001,"Ababuj",84,48,36,2001
44001,"Ababuj",88,51,37,2002
44001,"Ababuj",85,49,36,2003
44001,"Ababuj",89,53,36,2004
44001,"Ababuj",84,49,35,2005
44001,"Ababuj",84,51,33,2006
44001,"Ababuj",82,51,31,2007
44001,"Ababuj",83,52,31,2008
44001,"Ababuj",80,52,28,2009
44001,"Ababuj",77,49,28,2010
44001,"Ababuj",78,48,30,2011
44001,"Ababuj",73,43,30,2012
44001,"Ababuj",65,41,24,2013
