"cod","mun","total","hombres","mujeres","date"
50268,"Undués de Lerda",58,36,22,1998
50268,"Undués de Lerda",52,32,20,1999
50268,"Undués de Lerda",48,29,19,2000
50268,"Undués de Lerda",46,29,17,2001
50268,"Undués de Lerda",53,34,19,2002
50268,"Undués de Lerda",57,34,23,2003
50268,"Undués de Lerda",60,35,25,2004
50268,"Undués de Lerda",62,37,25,2005
50268,"Undués de Lerda",66,39,27,2006
50268,"Undués de Lerda",64,39,25,2007
50268,"Undués de Lerda",67,42,25,2008
50268,"Undués de Lerda",71,40,31,2009
50268,"Undués de Lerda",71,37,34,2010
50268,"Undués de Lerda",74,40,34,2011
50268,"Undués de Lerda",76,44,32,2012
50268,"Undués de Lerda",60,34,26,2013
