"cod","mun","total","hombres","mujeres","date"
22243,"Valle de Bardají",56,29,27,1998
22243,"Valle de Bardají",56,29,27,1999
22243,"Valle de Bardají",56,29,27,2000
22243,"Valle de Bardají",55,29,26,2001
22243,"Valle de Bardají",55,29,26,2002
22243,"Valle de Bardají",54,29,25,2003
22243,"Valle de Bardají",54,29,25,2004
22243,"Valle de Bardají",54,29,25,2005
22243,"Valle de Bardají",53,29,24,2006
22243,"Valle de Bardají",53,29,24,2007
22243,"Valle de Bardají",53,29,24,2008
22243,"Valle de Bardají",52,29,23,2009
22243,"Valle de Bardají",50,27,23,2010
22243,"Valle de Bardají",50,27,23,2011
22243,"Valle de Bardají",49,26,23,2012
22243,"Valle de Bardají",39,23,16,2013
