"cod","mun","total","hombres","mujeres","date"
50290,"Villanueva de Huerva",590,302,288,1998
50290,"Villanueva de Huerva",593,310,283,1999
50290,"Villanueva de Huerva",598,310,288,2000
50290,"Villanueva de Huerva",596,310,286,2001
50290,"Villanueva de Huerva",595,312,283,2002
50290,"Villanueva de Huerva",585,308,277,2003
50290,"Villanueva de Huerva",574,302,272,2004
50290,"Villanueva de Huerva",574,305,269,2005
50290,"Villanueva de Huerva",590,314,276,2006
50290,"Villanueva de Huerva",577,308,269,2007
50290,"Villanueva de Huerva",599,328,271,2008
50290,"Villanueva de Huerva",588,321,267,2009
50290,"Villanueva de Huerva",562,302,260,2010
50290,"Villanueva de Huerva",560,294,266,2011
50290,"Villanueva de Huerva",559,296,263,2012
50290,"Villanueva de Huerva",534,280,254,2013
