"cod","mun","total","hombres","mujeres","date"
44049,"Calaceite",1232,620,612,1998
44049,"Calaceite",1223,621,602,1999
44049,"Calaceite",1193,616,577,2000
44049,"Calaceite",1176,608,568,2001
44049,"Calaceite",1172,606,566,2002
44049,"Calaceite",1158,601,557,2003
44049,"Calaceite",1145,594,551,2004
44049,"Calaceite",1147,601,546,2005
44049,"Calaceite",1143,599,544,2006
44049,"Calaceite",1126,587,539,2007
44049,"Calaceite",1132,596,536,2008
44049,"Calaceite",1131,596,535,2009
44049,"Calaceite",1145,604,541,2010
44049,"Calaceite",1143,596,547,2011
44049,"Calaceite",1105,574,531,2012
44049,"Calaceite",1106,570,536,2013
