"cod","mun","total","hombres","mujeres","date"
50083,"Cinco Olivas",130,63,67,1998
50083,"Cinco Olivas",133,66,67,1999
50083,"Cinco Olivas",137,67,70,2000
50083,"Cinco Olivas",135,66,69,2001
50083,"Cinco Olivas",127,62,65,2002
50083,"Cinco Olivas",123,60,63,2003
50083,"Cinco Olivas",123,61,62,2004
50083,"Cinco Olivas",115,57,58,2005
50083,"Cinco Olivas",122,59,63,2006
50083,"Cinco Olivas",116,54,62,2007
50083,"Cinco Olivas",120,57,63,2008
50083,"Cinco Olivas",118,57,61,2009
50083,"Cinco Olivas",123,60,63,2010
50083,"Cinco Olivas",125,60,65,2011
50083,"Cinco Olivas",119,56,63,2012
50083,"Cinco Olivas",109,55,54,2013
