"cod","mun","total","hombres","mujeres","date"
22158,"Monzón",14539,7307,7232,1998
22158,"Monzón",14577,7323,7254,1999
22158,"Monzón",14665,7359,7306,2000
22158,"Monzón",14844,7467,7377,2001
22158,"Monzón",14993,7607,7386,2002
22158,"Monzón",15395,7835,7560,2003
22158,"Monzón",15457,7852,7605,2004
22158,"Monzón",15806,8060,7746,2005
22158,"Monzón",16200,8305,7895,2006
22158,"Monzón",16217,8293,7924,2007
22158,"Monzón",16749,8596,8153,2008
22158,"Monzón",17042,8772,8270,2009
22158,"Monzón",17115,8835,8280,2010
22158,"Monzón",17215,8838,8377,2011
22158,"Monzón",17263,8817,8446,2012
22158,"Monzón",17290,8816,8474,2013
