"cod","mun","total","hombres","mujeres","date"
50223,"Remolinos",1257,634,623,1998
50223,"Remolinos",1248,625,623,1999
50223,"Remolinos",1244,620,624,2000
50223,"Remolinos",1223,609,614,2001
50223,"Remolinos",1225,614,611,2002
50223,"Remolinos",1237,627,610,2003
50223,"Remolinos",1210,614,596,2004
50223,"Remolinos",1216,616,600,2005
50223,"Remolinos",1202,613,589,2006
50223,"Remolinos",1209,622,587,2007
50223,"Remolinos",1198,614,584,2008
50223,"Remolinos",1192,611,581,2009
50223,"Remolinos",1199,609,590,2010
50223,"Remolinos",1183,601,582,2011
50223,"Remolinos",1153,587,566,2012
50223,"Remolinos",1144,585,559,2013
