"cod","mun","total","hombres","mujeres","date"
50037,"Atea",245,137,108,1998
50037,"Atea",246,138,108,1999
50037,"Atea",239,134,105,2000
50037,"Atea",228,127,101,2001
50037,"Atea",214,121,93,2002
50037,"Atea",191,109,82,2003
50037,"Atea",180,105,75,2004
50037,"Atea",172,100,72,2005
50037,"Atea",164,94,70,2006
50037,"Atea",157,88,69,2007
50037,"Atea",148,83,65,2008
50037,"Atea",130,74,56,2009
50037,"Atea",125,72,53,2010
50037,"Atea",128,74,54,2011
50037,"Atea",152,86,66,2012
50037,"Atea",167,100,67,2013
