"cod","mun","total","hombres","mujeres","date"
44132,"Lagueruela",70,37,33,1998
44132,"Lagueruela",70,37,33,1999
44132,"Lagueruela",69,36,33,2000
44132,"Lagueruela",65,31,34,2001
44132,"Lagueruela",64,31,33,2002
44132,"Lagueruela",58,28,30,2003
44132,"Lagueruela",56,26,30,2004
44132,"Lagueruela",56,27,29,2005
44132,"Lagueruela",59,30,29,2006
44132,"Lagueruela",65,33,32,2007
44132,"Lagueruela",66,35,31,2008
44132,"Lagueruela",66,34,32,2009
44132,"Lagueruela",62,31,31,2010
44132,"Lagueruela",68,35,33,2011
44132,"Lagueruela",69,36,33,2012
44132,"Lagueruela",72,38,34,2013
