"cod","mun","total","hombres","mujeres","date"
50202,"Paracuellos de la Ribera",314,149,165,1998
50202,"Paracuellos de la Ribera",304,142,162,1999
50202,"Paracuellos de la Ribera",291,134,157,2000
50202,"Paracuellos de la Ribera",288,136,152,2001
50202,"Paracuellos de la Ribera",265,123,142,2002
50202,"Paracuellos de la Ribera",249,120,129,2003
50202,"Paracuellos de la Ribera",234,112,122,2004
50202,"Paracuellos de la Ribera",225,108,117,2005
50202,"Paracuellos de la Ribera",211,98,113,2006
50202,"Paracuellos de la Ribera",199,92,107,2007
50202,"Paracuellos de la Ribera",190,89,101,2008
50202,"Paracuellos de la Ribera",199,92,107,2009
50202,"Paracuellos de la Ribera",194,91,103,2010
50202,"Paracuellos de la Ribera",187,89,98,2011
50202,"Paracuellos de la Ribera",172,85,87,2012
50202,"Paracuellos de la Ribera",172,85,87,2013
