"cod","mun","total","hombres","mujeres","date"
44256,"Villanueva del Rebollar de la Sierra",51,29,22,1998
44256,"Villanueva del Rebollar de la Sierra",51,29,22,1999
44256,"Villanueva del Rebollar de la Sierra",52,30,22,2000
44256,"Villanueva del Rebollar de la Sierra",48,28,20,2001
44256,"Villanueva del Rebollar de la Sierra",50,28,22,2002
44256,"Villanueva del Rebollar de la Sierra",51,28,23,2003
44256,"Villanueva del Rebollar de la Sierra",51,28,23,2004
44256,"Villanueva del Rebollar de la Sierra",50,27,23,2005
44256,"Villanueva del Rebollar de la Sierra",50,27,23,2006
44256,"Villanueva del Rebollar de la Sierra",50,27,23,2007
44256,"Villanueva del Rebollar de la Sierra",51,28,23,2008
44256,"Villanueva del Rebollar de la Sierra",48,26,22,2009
44256,"Villanueva del Rebollar de la Sierra",53,30,23,2010
44256,"Villanueva del Rebollar de la Sierra",52,28,24,2011
44256,"Villanueva del Rebollar de la Sierra",47,26,21,2012
44256,"Villanueva del Rebollar de la Sierra",46,27,19,2013
