"cod","mun","total","hombres","mujeres","date"
50218,"Puebla de Albortón",158,82,76,1998
50218,"Puebla de Albortón",151,80,71,1999
50218,"Puebla de Albortón",148,80,68,2000
50218,"Puebla de Albortón",146,79,67,2001
50218,"Puebla de Albortón",146,79,67,2002
50218,"Puebla de Albortón",137,80,57,2003
50218,"Puebla de Albortón",144,86,58,2004
50218,"Puebla de Albortón",154,94,60,2005
50218,"Puebla de Albortón",144,88,56,2006
50218,"Puebla de Albortón",137,85,52,2007
50218,"Puebla de Albortón",138,84,54,2008
50218,"Puebla de Albortón",129,75,54,2009
50218,"Puebla de Albortón",125,73,52,2010
50218,"Puebla de Albortón",120,73,47,2011
50218,"Puebla de Albortón",128,80,48,2012
50218,"Puebla de Albortón",125,78,47,2013
