"cod","mun","total","hombres","mujeres","date"
50114,"Fuendetodos",145,79,66,1998
50114,"Fuendetodos",175,92,83,1999
50114,"Fuendetodos",199,100,99,2000
50114,"Fuendetodos",187,94,93,2001
50114,"Fuendetodos",180,92,88,2002
50114,"Fuendetodos",178,95,83,2003
50114,"Fuendetodos",176,93,83,2004
50114,"Fuendetodos",173,90,83,2005
50114,"Fuendetodos",167,88,79,2006
50114,"Fuendetodos",179,95,84,2007
50114,"Fuendetodos",174,92,82,2008
50114,"Fuendetodos",169,90,79,2009
50114,"Fuendetodos",174,93,81,2010
50114,"Fuendetodos",180,99,81,2011
50114,"Fuendetodos",172,91,81,2012
50114,"Fuendetodos",169,90,79,2013
