"cod","mun","total","hombres","mujeres","date"
50035,"Artieda",103,57,46,1998
50035,"Artieda",103,57,46,1999
50035,"Artieda",100,57,43,2000
50035,"Artieda",106,61,45,2001
50035,"Artieda",111,63,48,2002
50035,"Artieda",104,62,42,2003
50035,"Artieda",107,65,42,2004
50035,"Artieda",108,65,43,2005
50035,"Artieda",106,65,41,2006
50035,"Artieda",102,62,40,2007
50035,"Artieda",102,59,43,2008
50035,"Artieda",100,60,40,2009
50035,"Artieda",94,55,39,2010
50035,"Artieda",92,52,40,2011
50035,"Artieda",90,51,39,2012
50035,"Artieda",90,51,39,2013
