"cod","mun","total","hombres","mujeres","date"
50224,"Retascón",79,46,33,1998
50224,"Retascón",77,44,33,1999
50224,"Retascón",78,44,34,2000
50224,"Retascón",81,45,36,2001
50224,"Retascón",88,46,42,2002
50224,"Retascón",95,52,43,2003
50224,"Retascón",99,55,44,2004
50224,"Retascón",95,53,42,2005
50224,"Retascón",94,50,44,2006
50224,"Retascón",95,52,43,2007
50224,"Retascón",89,50,39,2008
50224,"Retascón",84,44,40,2009
50224,"Retascón",79,44,35,2010
50224,"Retascón",76,44,32,2011
50224,"Retascón",70,42,28,2012
50224,"Retascón",70,43,27,2013
