"cod","mun","total","hombres","mujeres","date"
44050,"Calamocha",4016,1997,2019,1998
44050,"Calamocha",4055,2012,2043,1999
44050,"Calamocha",4063,2025,2038,2000
44050,"Calamocha",4074,2024,2050,2001
44050,"Calamocha",4155,2072,2083,2002
44050,"Calamocha",4198,2107,2091,2003
44050,"Calamocha",4256,2141,2115,2004
44050,"Calamocha",4389,2240,2149,2005
44050,"Calamocha",4473,2297,2176,2006
44050,"Calamocha",4563,2342,2221,2007
44050,"Calamocha",4752,2467,2285,2008
44050,"Calamocha",4776,2458,2318,2009
44050,"Calamocha",4649,2356,2293,2010
44050,"Calamocha",4628,2330,2298,2011
44050,"Calamocha",4579,2290,2289,2012
44050,"Calamocha",4515,2242,2273,2013
