"source","target","value"
"Votos a candidaturas 2007","PSOE 2007",37
"Votos a candidaturas 2007","PP 2007",1
"PSOE 2007","Votos a candidaturas 2011",37
"PP 2007","Votos a candidaturas 2011",1
"Votos a candidaturas 2011","PSOE 2011",27
"Votos a candidaturas 2011","PP 2011",8
