"source","target","value"
"Votos a candidaturas 2007","PSOE 2007",115723
"Votos a candidaturas 2007","PP 2007",103191
"Votos a candidaturas 2007","PAR 2007",25410
"Votos a candidaturas 2007","CHA 2007",29230
"Votos a candidaturas 2007","IU 2007",16148
"Votos a candidaturas 2007","CDL 2007",525
"Votos a candidaturas 2007","LV.FIA 2007",2078
"Votos a candidaturas 2007","PACMA 2007",916
"Votos a candidaturas 2007","pCUA 2007",1192
"Votos a candidaturas 2007","PFyV 2007",455
"Votos a candidaturas 2007","PH 2007",241
"Votos a candidaturas 2007","PUM.J 2007",521
"PSOE 2007","Votos a candidaturas 2011",115723
"PP 2007","Votos a candidaturas 2011",103191
"PAR 2007","Votos a candidaturas 2011",25410
"CHA 2007","Votos a candidaturas 2011",29230
"IU 2007","Votos a candidaturas 2011",16148
"CDL 2007","Votos a candidaturas 2011",525
"LV.FIA 2007","Votos a candidaturas 2011",2078
"PACMA 2007","Votos a candidaturas 2011",916
"pCUA 2007","Votos a candidaturas 2011",1192
"PFyV 2007","Votos a candidaturas 2011",455
"PH 2007","Votos a candidaturas 2011",241
"PUM.J 2007","Votos a candidaturas 2011",521
"Votos a candidaturas 2011","PSOE 2011",86395
"Votos a candidaturas 2011","PP 2011",131350
"Votos a candidaturas 2011","PAR 2011",14455
"Votos a candidaturas 2011","CHA 2011",29402
"Votos a candidaturas 2011","IU 2011",25197
"Votos a candidaturas 2011","CDL 2011",178
"Votos a candidaturas 2011","PACMA 2011",1051
"Votos a candidaturas 2011","pCUA 2011",465
"Votos a candidaturas 2011","PFyV 2011",301
"Votos a candidaturas 2011","PH 2011",271
"Votos a candidaturas 2011","PUM.J 2011",587
"Votos a candidaturas 2011","UPyD 2011",11401
"Votos a candidaturas 2011","COMPROMISO.CON.ARAGON 2011",1058
"Votos a candidaturas 2011","FIA 2011",466
"Votos a candidaturas 2011","ECOLO 2011",1577
"Votos a candidaturas 2011","LV.GV 2011",1505
"Votos a candidaturas 2011","TA 2011",499
"Votos a candidaturas 2011","AES 2011",235
"Votos a candidaturas 2011","PCPE 2011",384
"Votos a candidaturas 2011","L.VIA 2011",158
